Judul,Tanggal,Penulis,Isi,Link Lengkap
"Berbekal Seragam PPSU, Pria di Tamansari Jakbar Curi Motor Saat COD",2023-05-18 17:42:05,"['Muchaman Sholihin', 'Https', 'Www.Facebook.Com Detikcom', 'Muchaman Sholihin -']","Polisi menangkap eks pegawai Penanganan Prasarana dan Sarana Umum (PPSU) berinisial IM karena kasus penipuan dan pencurian motor. Ketika beraksi, IM selalu menggunakan seragam PPSU untuk untuk meyakinkan korbannya.

""Tepatnya pada Sabtu, tanggal 13 Mei 2023, pukul 06.00 WIB, Polsek Tamansari berhasil mengamankan satu orang pria dengan inisial IM di hotel Jalan Mangga Besar,"" kata Kapolsek Metro Tamansari Kompol Adhi Wananda saat menggelar jumpa pers, Kamis (18/5/2023).

""Yang bersangkutan ini merupakan pelaku penipuan. Penipuan ini dengan modus jual beli COD (cash on delivery),"" sambungnya.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Dalam aksinya, IM berpura-pura menjadi pembeli motor dan melakukan COD dengan pemilik motor. Ia kemudian berpura-pura mengecek kondisi motor dengan berkeliling di sekitar lokasi. IM, yang beraksi menggunakan seragam PPSU, kemudian membawa kabur motor korban.

""Jadi yang bersangkutan ini berpura-pura sebagai pembeli dalam transaksi tersebut. Yang bersangkutan ini menggunakan pakaian dinas PPSU, karena memang yang bersangkutan ini pernah dinas di PPSU. Setelah dicoba motornya, kemudian tidak kembali,"" terang Adhi.

Berbekal seragam PPSU, IM sudah dua kali melakukan penipuan jual beli motor di wilayah Tamansari, Jakarta Barat. Polisi kini masih menyelidiki kemungkinan IM beraksi di wilayah lain.

Seragam PPSU yang dipakai pelaku penipuan dan pencurian motor saat COD di Tamansari Jakarta Barat. (Sholihin/detikcom)

""(IM) sekarang sudah tidak bekerja, tapi masih menyimpan bajunya dan inilah yang digunakan untuk meyakinkan korbannya bahwa dia ini adalah petugas PPSU,"" tambahnya.

""Pelaku sudah beraksi selama dua kali di wilayah Tamansari. Namun tidak tertutup kemungkinan pelaku juga beraksi di daerah-daerah lain,"" tambahnya.

Dalam penangkapan tersebut, polisi mengamankan barang bukti berupa satu seragam PPSU, tiga unit motor, serta dua ponsel diduga hasil kejahatan. Selain itu, polisi mengamankan penadah motor hasil kejahatan berinisial SE di Jakarta Timur.

""Para tersangka dijerat Pasal 378 dan 480 KUHP dengan ancaman hukuman empat tahun penjara,"" kata Adhi.

Lihat juga Video 'Pelaku Curanmor di Koja Jakut Dikeroyok Warga':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726929/berbekal-seragam-ppsu-pria-di-tamansari-jakbar-curi-motor-saat-cod
Keuntungan Petahana di Bursa Pileg 2024,2023-05-18 00:00:00,"['May Rahmadi', 'Https', 'Www.Facebook.Com Detikcom']",,https://news.detik.com/x/detail/spotlight/20230518/Keuntungan-Petahana-di-Bursa-Pileg-2024/
5 Fakta Agnes Tewas Dibunuh Teman yang Pinjam Uang,2023-05-18 17:38:08,"['Tim Detikcom', 'Https', 'Www.Facebook.Com Detikcom', 'Tim Detikcom -']","Seorang gadis asal Tana Toraja bernama Agnes Retni Anggraini (25) ditemukan tewas di Kabupaten Morowali, Sulawesi Tengah (Sulteng). Belakangan korban diketahui dibunuh oleh rekan kerjanya bernama Muh Jufri (33) setelah sempat meminjam uang kepada korban.

Berikut fakta-fakta terkini terkait kasus pembunuhan Agnes di Morowali oleh rekan kerjanya yang ngutang seperti dirangkum detikcom:

1. Awal Mula Kasus Pembunuhan Agnes di Morowali

Awal kasus pembunuhan Agnes di Morowali bermula dari penemuan mayat korban di mes karyawan kantor tempat korban bekerja, yakni di Desa Bahodopi, Kecamatan Bahodopi, Morowali, pada Sabtu (13/5/2023). Mayat korban ditemukan dalam kondisi bersimbah darah.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Korban (ditemukan) dalam keadaan tangan terikat, kaki terikat, kepala terbungkus, menggunakan kaus warna Biru, celana hitam dan banyak darah,"" ujar Kapolres Morowali AKBP Suprianto, dilansir detikSulsel, Minggu (14/5/2023).

Selain kepala yang berdarah, wajah korban juga terluka. Polisi menduga wajah dan kepala korban dipukul menggunakan benda tumpul.

Kronologi sebelum akhirnya Agnes ditemukan tewas, bermula ketika Agnes diantar oleh pacarnya, Desrianto Palulungan, ke mes karyawan tempat korban bekerja pada sekitar pukul 09.30 Wita. Korban bermaksud hendak memberikan uang kepada rekan kerjanya.

""Awalnya korban diantar pacarnya bernama Desrianto Palulungan ke kantor tempatnya bekerja untuk memberikan sejumlah uang kepada kedua rekan kerjanya,"" kata anggota keluarga korban, Henry Desfa Deyanto, dilansir detikSulsel, Minggu (14/5/2023).

Si pacar sebenarnya sempat mengajak korban pulang karena urusan mereka telah selesai. Namun korban menolak karena ingin menunggu temannya yang masih di kantor.

Kondisi itu membuat Desrianto terpaksa meninggalkan si pacar di kantornya. Hingga akhirnya terdapat kondisi di mana hanya ada korban dan rekan kerjanya yang bernama Muh Jufri.

Polisi menangkap Muh Jufri (33), pelaku pembunuhan Agnes di Morowali (Foto: dok. Istimewa)

3. Rekan Kerja Pelaku Pembunuhan Agnes Ditangkap

Polisi berhasil menangkap pelaku pembunuhan Agnes di Morowali. Pelaku yang membunuh Agnes itu ternyata merupakan rekan kerja korban bernama Muh Jufri (33).

""Sebelum 1x24 jam langsung kita amankan Tersangka,"" ujar Kasat Reskrim Polres Morowali Iptu Dicky Armana Surbakti kepada wartawan, dilansir detikSulsel, Senin (15/5/2023).

Pelaku diamankan di salah satu warkop di Morowali pada Minggu (14/5/2023) malam. Dicky mengatakan pengungkapan kasus ini setelah tim penyidik reserse melakukan serangkaian penyelidikan.

4. Motif Tersangka: Tersinggung Usai Pinjam Uang

Polisi pun mengungkap motif tersangka pembunuh Agnes di Morowali oleh rekan kerja korban bernama Muh Jefri itu. Polisi menyebut Muh Jufri (33) tersinggung dituduh yang tidak-tidak setelah meminjam uang Rp 500 ribu kepada korban.

""Dia (pelaku) pinjam uang Rp 500 ribu ke korban, kemudian korban nggak ada uang cash. Begitu suruh tarik, selesai tarik uang, kembalikan ini ATM dari pelaku ke korban, (terus korban bilang) 'tidak kau ambil lebih ji itu?'"" ujar Kapolres Morowali AKBP Suprianto kepada detikcom, Senin (15/5/2023).

Suprianto mengatakan korban memang curiga pelaku mengambil uang lebih dari jumlah Rp 500 ribu. Tudingan itu juga sempat membuat korban dan pelaku cekcok, adu mulut.

""Pelaku ini ngomong, 'Nggaklah, nggak mungkin saya mau ambil lebih, saya tidak pernah diajari untuk berbohong'. (Korban bilang) 'Tidak bohong kau', berapa kali (ditanya) sehingga terjadi cekcok, adu mulut kemudian (pelaku) ditampar katanya dua kali oleh korban, katanya (pelaku),"" jelasnya.

Suprianto menyebut motif pelaku tega menghabisi nyawa rekan kerjanya sendiri adalah tersinggung atas ucapan korban. Pelaku dituduh berbohong oleh korban soal jumlah uang yang ditariknya melalui ATM.

""(Jadi motifnya pelaku) tersinggung karena itu dia dibilangin bohong itu. Dia (pelaku) bilang tidak ambil lebih ji, uang itu,"" ungkapnya.

Mes karyawan lokasi pembunuhan Agnes di Moworali dibakar massa (Foto: dok. Istimewa)

5. Mes Karyawan TKP Agnes Dibunuh Dibakar Massa

Mes karyawan PT Panca Pilar Sejahtera (PPS), yang menjadi lokasi pembunuhan Agnes di Morowali, dibakar oleh massa. Polisi kini menyelidiki pembakaran tersebut.

""Iya (TKP tempat korban ditemukan tewas dibakar),"" ujar Kasi Humas Polres Morowali Ipda Abdul Hamid saat dihubungi seperti dilansir detikSulsel, Selasa (16/5/2023).

Ipda Hamid belum menjelaskan lebih rinci kapan peristiwa tersebut terjadi. Dia juga belum mengkonfirmasi apakah pembakaran itu ada hubungannya dengan kasus pembunuhan Agnes.

""Saya belum tahu persis kejadian tersebut. Tanya Kapolres dulu, saya belum tahu kejadian tersebut,"" jelasnya.

Sementara dalam video beredar, tampak sebuah rumah dengan pelat tulisan office sudah dalam kondisi terbakar. Terlihat juga massa berkumpul di depan mes yang dibakar.

Massa yang berkumpul juga berteriak. Sementara itu, keterangan video hanya menjelaskan bahwa pelaku sudah tertangkap.

""Semoga bisa berdamai kodong karena pelakunya sudah ketangkap juga,"" demikian bunyi keterangan di balik video beredar.

:Lihat juga Video 'Misteri Tewasnya Mi'an Petani di Tasikmalaya Usai Dituduh Dukun Santet':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726925/5-fakta-agnes-tewas-dibunuh-teman-yang-pinjam-uang
"Survei Indikator: Ganjar Unggul Simulasi 19 Capres, Prabowo Menang di 3 Nama",2023-05-18 17:22:16,"['Tiara Aliya Azzahra', 'Https', 'Www.Facebook.Com Detikcom', 'Tiara Aliya Azzahra -']","Lembaga Survei Indikator Politik Indonesia merilis hasil survei terbaru terhadap elektabilitas bakal calon presiden (bacapres) pada gelaran Pilpres 2024 mendatang. Hasil survei menunjukkan elektabilitas Gubernur Jawa Tengah Ganjar Pranowo unggul dalam simulasi 19 nama dan Menteri Pertahanan (Menhan) Prabowo Subianto menang di simulasi 3 nama.

Survei ini dilakukan pada periode 30 April-5 Mei 2023, tepatnya setelah PDIP mendeklarasikan Ganjar Pranowo sebagai Bacapres 2024. Survei dilakukan menggunakan metode random digit dialing (RDD) atau teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak.

Sebanyak 1.200 responden yang merupakan warga dengan hak pilih, berusia 17 tahun ke atas, atau sudah menikah. Margin of error survei berada di +- 2,9% dengan tingkat kepercayaan 95%. Survei dilakukan lewat telepon oleh pewawancara yang dilatih.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Indikator memulai survei dengan melakukan simulasi 19 nama calon presiden. Responden diberi pertanyaan 'Jika pemilihan presiden diadakan sekarang, siapa yang akan ibu/bapak pilih sebagai presiden di antara nama-nama berikut?' Hasilnya sebagai berikut:

1. Ganjar Pranowo 29,3%

2. Prabowo Subianto: 24,2%

3. Anies Baswedan: 15%

4. Ridwan Kamil: 4,7%

5. Erick Thohir: 2,4%

6. Mahfud Md: 2,2%

7. Agus Harimurti Yudhoyono: 2,1%

8. Sandiaga Uno: 2,1%

9. Ma'ruf Amin: 1,0%

10. Tri Rismaharini: 0,8%

11. Puan Maharani: 0,8%

12. Khofifah Indar Parawansa:: 0,7%

13. Gatot Nurmantyo: 0,7%

14. Airlangga Hartarto: 0,6%

15. Gibran Rakabuming: 0,5%

16. Tito Karnavian: 0,3%

17. Bambang Soesatyo 0,2%

18. Muhaimin Iskandar: 0,1%

19. Budi Gunawan 0,1%

TT/TJ: 12%.

""Pada simulasi 19 nama, Ganjar 29,3% unggul, baru kemudian Prabowo 24,2%, Anies 15%, Ridwan Kamil 4,7%, nama lain lebih rendah, belum menjawab 12%,"" kata Peneliti Utama Indikator Burhanuddin Muhtadi, Kamis (18/5/2023).

Burhanuddin menjelaskan Ganjar mengalami rebound atau tren kenaikan usai dideklarasikan sebagai capres. Prabowo juga menunjukkan tren kenaikan. Sementara itu, Anies Baswedan mengalami sedikit penurunan dibandingkan bulan sebelumnya.

""Trennya begini, suara Ganjar itu rebound di survei pascadeklarasi, cukup tajam, dari 19,8% naik menjadi 29,3%. Tapi tren Pak Prabowo juga naik. Jadi publik mulai melupakan (pembatalan U-20), mulai melirik Ganjar lagi, tapi tak menghilangkan elektabilitas Pak Prabowo. (Sementara) ada tren penurunan Anies Baswedan. Nama-nama lain (cenderung) turun dan stagnan,"" jelasnya.

Survei kemudian dilanjutkan dengan simulasi 3 nama calon presiden, yaitu Ganjar Pranowo, Prabowo Subianto, dan Anies Baswedan. Prabowo unggul dalam simulasi 3 nama capres.

Berikut rinciannya:

1. Prabowo Subianto: 34,8%

2. Ganjar Pranowo: 34,4%

3. Anies Baswedan 21,8%.

""Kemudian simulasi 3 nama 'Pak kenapa nama Pak Prabowo naik di simulasi 3 nama?' Mengapa lebih banyak yang lirik Prabowo dibanding Ganjar meskipun margin of error?"" ujar Burhanuddin.

""Jadi pertandingan masih banyak. Tapi kalau awal Mei kita lihat Ganjar rebound, Prabowo naik tapi kenaikan Ganjar lebih tinggi daripada kenaikan Pak Prabowo,"" tambah dia.

Indikator tak menyertakan survei head to head antara Ganjar dan Prabowo. Namun, merujuk survei head to head yang dirilis beberapa waktu lalu, Indikator mencatat pemilih Anies akan lari ke Prabowo apabila capres pilihannya tak lolos putaran pertama Pilpres 2024 mendatang.

""Kami tak punya survei head to head di survei kali ini. Tapi di survei tatap muka yang terakhir kami punya, kalau head to head, pendukung Anies kalau tidak lolos di putaran pertama lebih banyak dukung Prabowo kalau head to head lawan Ganjar di putaran kedua,"" imbuh Burhanuddin.

Simak juga Video 'Survei Charta Politika: Ganjar Ungguli Prabowo dan Anies':



[Gambas:Video 20detik]





",https://news.detik.com/pemilu/d-6726885/survei-indikator-ganjar-unggul-simulasi-19-capres-prabowo-menang-di-3-nama
Rudi Boy Pemalak Sopir Truk di Bogor Anggota Pemuda Pancasila Cianjur,2023-05-18 17:21:13,"['Rizky Adha Mahendra', 'Https', 'Www.Facebook.Com Detikcom', 'Rizky Adha Mahendra -']","Rudi Boy telah ditetapkan sebagai tersangka karena aksinya memalak sopir boks di Rancabungur, Kabupaten Bogor. Polisi menyebut dia merupakan anggota Pemuda Pancasila (PP).

""Benar (anggota Pemuda Pancasila), dibuktikan dengan adanya seragam dan KTA,"" kata Kasat Reskrim Polres Bogor AKP Yohannes Redhoi Sigiro, saat dihubungi detikcom, Kamis (18/5/2023).

Rudi diketahui merupakan anggota PP di Peuteuycondong, Cibeber, Kabupaten Cianjur. Namun polisi masih mendalami lagi apakah KTA tersebut asli atau palsu.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Tapi kita akan konfirmasi lagi ke pengurus ormas tersebut apakah KTA-nya asli atau nggak,"" ujarnya.

Rudi Ditetapkan Tersangka

Sebelumnya, polisi masih memeriksa Rudi Boy setelah ditangkap. Saat ini Rudi telah ditetapkan sebagai tersangka.

""Sudah, saat ini sedang dilakukan pemeriksaan intensif sebagai tersangka di kantor Satreskrim Polres Bogor,"" kata Yohannes.

Rudi dikenai Pasal 368 subsider 335 KUHP. Dia terancam hukuman maksimal 9 tahun penjara.

""Pasal 368 subsider 335 dengan ancaman 368-nya 9 tahun,"" ujarnya.

Lihat Video 'Aksi Pria Berbaju Ormas Palak Sopir Berujung Diburu Polisi':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726884/rudi-boy-pemalak-sopir-truk-di-bogor-anggota-pemuda-pancasila-cianjur
Duh... Jalan di Tanjung Jabung Timur Jambi Rusak dan Becek,2023-05-18 17:05:24,"['Antara Foto Wahdi Septiawan', 'Https', 'Www.Facebook.Com Detikcom', 'Antara Foto Wahdi Septiawan -']",Jalan penghubung masyarakat Lagan Ilir yang berada di pesisir pantai timur Jambi dengan ibu kota Kabupaten Tanjung Jabung Timur itu rusak dan berlubang.,https://news.detik.com/foto-news/d-6726412/duh-jalan-di-tanjung-jabung-timur-jambi-rusak-dan-becek
Penampakan Rudi Boy Pemalak Berbaju Ormas di Bogor Ditangkap Polisi,2023-05-18 17:05:14,"['Rizky Adha Mahendra', 'Https', 'Www.Facebook.Com Detikcom', 'Rizky Adha Mahendra -']","Polisi menangkap pria bernama Rudi Boy, yang viral berbaju salah satu organisasi kemasyarakatan (ormas) saat memalak sopir boks di Rancabungur, Kabupaten Bogor. Dia dibawa ke Satreskrim Polres Bogor untuk diperiksa.

Dalam foto yang diterima detikcom, Kamis (18/5/2023), dia tampak digiring oleh dua anggota kepolisian. Dia terlihat mengenakan masker, topi, dan jaket berwarna hitam.

Hingga kini, dia masih diperiksa oleh petugas kepolisian. Video pemalakan Rudi terhadap sopir tersebut viral di media sosial. Dia meminta uang Rp 10 ribu kepada sopir tersebut.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Rudi Ditangkap

Polisi menangkap pria bernama Rudi Boy setelah viral memalak sopir truk. Kepada polisi, Rudi mengaku baru pertama kali memalak sopir truk.

""Ngakunya baru pertama kali,"" kata Kapolres Bogor AKBP Iman Imanuddin kepada detikcom.

Namun polisi terus mendalami pengakuan Rudi tersebut. Rudi hingga kini masih diperiksa petugas kepolisian.

""Iya masih didalami, masih diperiksa,"" ujarnya.

Lihat Video 'Aksi Pria Berbaju Ormas Palak Sopir Berujung Diburu Polisi':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726875/penampakan-rudi-boy-pemalak-berbaju-ormas-di-bogor-ditangkap-polisi
Rudi Boy Pemalak Berbaju Ormas di Bogor Ditetapkan Jadi Tersangka,2023-05-18 17:04:34,"['Rizky Adha Mahendra', 'Https', 'Www.Facebook.Com Detikcom', 'Rizky Adha Mahendra -']","Polisi masih memeriksa Rudi Boy, pria berbaju salah satu organisasi kemasyarakatan (ormas) yang memalak sopir di Rancabungur, Kabupaten Bogor. Saat ini Rudi telah ditetapkan sebagai tersangka.

""Sudah, saat ini sedang dilakukan pemeriksaan intensif sebagai tersangka di kantor Satreskrim Polres Bogor,"" kata Kasat Reskrim Polres Bogor AKP Yohannes Redhoi Sigiro, saat dihubungi detikcom, Kamis (18/5/2023).

Rudi dikenai Pasal 368 subsider 335 KUHP. Dia terancam hukuman maksimal 9 tahun penjara.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Pasal 368 subsider 335 dengan ancaman 368-nya 9 tahun,"" ujarnya.

Sebelumnya, Rudi Boy viral karena aksinya memalak sopir boks di Rancabungur. Kepada polisi, Rudi mengaku baru pertama kali memalak sopir truk.

""Ngakunya baru pertama kali,"" kata Kapolres Bogor AKBP Iman Imanuddin.

Namun polisi terus mendalami pengakuan Rudi tersebut. Rudi hingga kini masih diperiksa petugas kepolisian.

""Iya, masih didalami, masih diperiksa,"" ujarnya.

Ketua Pemuda Pancasila PAC Cibeber Subuh mengatakan, setelah adanya informasi apabila pria yang diketahui bernama Rudi itu diduga merupakan anggota PP Cianjur, tepatnya di Kecamatan Cibeber, pihaknya melakukan penelusuran kepada jajaran pengurus dan anggotanya.

Terungkap Rudi memang sempat tinggal di Cianjur dan beberapa kali berkumpul dengan anggota PP di Desa Peuteuycondong, Kecamatan Cibeber.

""Informasinya memang pernah tinggal di Cibeber. Karena nikah sama orang Peuteuycondong, Cibeber. Kemudian beberapa kali ikut kumpul dengan anggota PP di desa tersebut,"" kata Subuh, seperti dikutip detikJabar.

Namun, Subuh menegaskan pria tersebut tidak tercatat sebagai anggota di Pemuda Pancasila Kecamatan Cibeber.

""Tidak tercatat sebagai anggota, bukan anggota (Pemuda Pancasila) di Kecamatan Cibeber. Sudah dicek di pengurusan dan di keanggotaan, tidak ada yang namanya Rudi,"" kata dia.

Lihat Video 'Aksi Pria Berbaju Ormas Palak Sopir Berujung Diburu Polisi':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726874/rudi-boy-pemalak-berbaju-ormas-di-bogor-ditetapkan-jadi-tersangka
Prabowo: Malaysia Kampung Halaman Kedua Saya,2023-05-18 16:56:57,"['Adrial Akbar', 'Https', 'Www.Facebook.Com Detikcom', 'Adrial Akbar -']","Menteri Pertahanan (Menhan) Prabowo Subianto menyebut negara Malaysia adalah kampung halaman keduanya. Hal itu disampaikan Prabowo kala menghadiri acara silaturahmi kebangsaan di Masjid Istiqlal, Jakarta Pusat.

Awalnya Prabowo mengapresiasi undangan Ketua Umum DPP Badan Komunikasi Pemuda Remaja Masjid Indonesia (BKPRMI) Said Aldi Al Idrus. Prabowo mengungkapkan sering bertemu dengan Said Aldi di Malaysia.

""Saudara-saudara sekalian, saya ingin menyampaikan penghargaan yang setinggi-tingginya kepada pimpinan BKPRMI,"" ujar Prabowo dalam pidatonya di Masjid Istiqlal, Kamis (18/5/2023).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Prabowo menuturkan Said Aldi seorang tokoh yang berusaha mempererat hubungan Indonesia dan Malaysia. Hubungan yang erat antara dua negara tersebut, kata Prabowo, adalah hal yang terus diperjuangkan.

""Memang inilah yang kita inginkan, yang kita perjuangkan, yaitu hubungan yang sebaik-baiknya di antara dua negara serumpun, dua bangsa yang memang punya tali persaudaraan, tali budaya, dan tali keturunan yang sangat erat,"" sebutnya.

""Kita (Indonesia) sama Malaysia sebenarnya adalah bisa diibaratkan saudara yang serumpun. Saya pun bagian dari itu karena saya waktu kecil saya besarnya di Malaysia,"" kata dia.

Prabowo kemudian menyebut Malaysia adalah kampung halaman kedua. Ketika berada di Malaysia, Prabowo merasa seperti pulang kampung.

""Jadi bagi saya, Malaysia itu kampung halaman yang kedua. Kalau saya pulang ke Malaysia, itu rasanya pulang kampung,"" ungkapnya.

Simak juga Video 'Kata SMRC soal Siapa Capres Paling Jujur':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726861/prabowo-malaysia-kampung-halaman-kedua-saya
Komnas HAM: Driver Bilang Pesawat Kami Hilang 10 Menit di Flightradar24,2023-05-18 16:53:36,"['Gibran Maulana', 'Https', 'Www.Facebook.Com Detikcom', 'Gibran Maulana -']","Pesawat JT992 rute Makassar-Kendari yang ditumpangi komisioner Komnas HAM Anis Hidayah dan rombongan tiba-tiba naik lagi sesaat hendak mendarat. Anis menyebut driver yang menjemput rombongan Komnas HAM menyebut pesawat tersebut sempat hilang 10 menit dari situs Flightradar24.

Anis menyebut, berdasarkan pengumuman, pesawat JT992 itu mengalami tekanan udara di bagian ekor yang melebihi batas kemudian berputar-putar di udara sekitar 20 menit. Setelah mendarat, para penumpang, kata Anis, saling berbagi cerita tentang kepanikan saat pesawat sempat gagal mendarat.

""Saat sudah mendarat dan kami turun menuju terminal, para penumpang pesawat saling berbagi cerita dan bagaimana paniknya mereka saat-saat pesawat gagal mendarat,"" kata Anis dalam cuitannya di Twitter, Kamis (18/5/2023). Anis sudah mengizinkan cuitan ini dikutip.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Anis kemudian menceritakan pernyataan driver yang menjemput rombongan mereka di Kendari. Driver itu mengatakan pesawat yang mereka tumpangi sempat hilang dari pantauan Flightradar24.

""Driver yang menjemput kami di Bandara Kendari mengatakan bahwa 'Pesawat yang Ibu tumpangi sempat hilang dari radar selama 10-an menit',"" kata Anis.

""Sepasang penumpang suami istri berpegangan tangan sambil berdoa. Saat sudah makin tenang, saya menunggu di terminal kedatangan. Saya hampiri Kapten JT 0992, Kapten Nikson Aris, saya salamin dan sampaikan terima kasih. Sayang, kami tidak sempat berfoto bersama,"" imbuhnya.

Dimintai konfirmasi via telepon, Anis menyebut driver yang menjemput rombongan mereka rutin memantau situs Flighradar24 untuk mengetahui ada-tidaknya delay pesawat. Pesawat yang ditumpangi, kata Anis menceritakan pernyataan sang driver, sempat hilang 10 menit dari radar.

""Jadi dia cerita, driver kami itu cerita setiap jemput penumpang itu dia selalu ngecek radar24 untuk melihat ketepatan pesawat itu posisinya di mana gitu ya, mendaratnya ada delay atau nggak, jadi dia bilang bahwa sekitar 10 menit itu hilang dari radar,"" katanya.

Meski demikian, Anis menyebut pendaratan pesawat dengan nomor penerbangan JT992 itu lancar. Dia kemudian menemui kapten penerbangan untuk mengucapkan terima kasih.

""(Mendarat) Alhamdulillah lancar. Makanya kami nemuin kaptennya itu untuk salaman,"" kata Anis.

Driver yg menjemput kami di bandara kendari mengatakan bhw, peswat yg ibu tumpangi sempat hilang dri radar selama 10an menit pic.twitter.com/eufOOY6y0i — Anis Hidayah (@anishidayah) May 18, 2023

Lihat juga Video 'Penampakan Pesawat TNI AU Tergelincir di Bandara Timika':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726857/komnas-ham-driver-bilang-pesawat-kami-hilang-10-menit-di-flightradar24
Polisi Bakal Panggil Jasa Penyedia Penjualan Tiket Coldplay Cegah Penipuan,2023-05-18 16:51:50,"['Yogi Ernes', 'Https', 'Www.Facebook.Com Detikcom', 'Yogi Ernes -']","Polri menemukan dugaan penipuan dari penjualan tiket online Coldplay. Jasa penyedia penjualan tiket resmi Coldplay di Indonesia akan dipanggil pihak kepolisian.

""Kami juga akan mengundang penyedia jasa penjualan tiket resmi untuk mendapatkan keterangan dalam mendukung pengungkapan dugaan penipuan tiket online,"" kata Dirtipidsiber Polri Brigjen Adi Vivid kepada wartawan, Kamis (18/5/2023).

Penjualan tiket pre-sale konser Coldplay di Indonesia dilakukan pada Rabu (17/5). Vivid mengatakan lewat patroli siber pihaknya menemukan adanya pihak yang diduga melakukan penipuan penjualan tiket konser Coldplay.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Kami mendengar adanya dugaan penipuan penjualan tiket online Coldplay melalui hasil patroli siber,"" ujar Vivid.

Vivid mengatakan pihaknya masih mendalami para pelaku yang terlibat dalam penipuan tersebut. Kasus ini masih dalam penyelidikan pihak Dittipid Siber Polri.

""Atas temuan tersebut, kita sedang lakukan penyelidikan untuk mendalami dugaan penipuan yang terjadi,"" katanya.

Konser Coldplay di Indonesia akan digelar 15 November mendatang. Penjualan tiket secara umum akan kembali dibuka pada Jumat (18/5).

Polri meminta masyarakat lebih berhati-hati dalam transaksi pembelian tiket konser Coldplay di Indonesia. Vivid menyebut pihak kepolisian pun terbuka menerima laporan masyarakat yang merasa telah menjadi korban penipuan tersebut

""Selanjutnya kami juga mengimbau, jika masyarakat menjadi korban, agar segera membuat laporan resmi agar segera bisa kami tangani secara maksimal,"" pungkas Vivid.

Simak juga Video 'Presale Tiket Coldplay Sudah Sold Out, Lanjut War Lagi 19 Mei!':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726856/polisi-bakal-panggil-jasa-penyedia-penjualan-tiket-coldplay-cegah-penipuan
Prabowo Tak Mau Jawab soal Cawapres di Masjid: Nanti Aku Disemprit,2023-05-18 16:38:44,"['Adrial Akbar', 'Https', 'Www.Facebook.Com Detikcom', 'Adrial Akbar -']","Menteri Pertahanan (Menhan) sekaligus Ketum Partai Gerindra Prabowo Subianto menghadiri acara silaturahmi kebangsaan di Masjid Istiqlal, Jakarta Pusat. Usai acara, Prabowo enggan berkomentar saat ditanya awak media terkait sosok cawapres yang akan mendampinginya di Pilpres 2024.

""Nggak boleh bicara politik di sini (masjid),"" kata Prabowo di Masjid Istiqlal, Jakarta Pusat, Kamis (18/5/2023).

Prabowo berseloroh akan 'disemprit' bila membicarakan politik di masjid. Prabowo pun langsung masuk ke mobilnya yang sudah terparkir.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Masih kawasan (masjid). Nggak boleh, nanti aku disemprit loh,"" kata dia.

Prabowo Subianto diketahui menghadiri acara 'Silaturahmi dan Tausiyah Kebangsaan' dan pemberian bingkisan kepada fakir miskin. Acara tersebut digelar oleh Badan Komunikasi Pemuda Remaja Masjid Indonesia (BKPRMI), Dunia Melayu Dunia Islam (DMDI), dan Yayasan Prabowo Subianto. Prabowo tiba di lokasi acara pada pukul 13.39 WIB.

Turut mendampingi Prabowo, Ketua Umum DPP BKPRMI Said Aldi Al Idrus, Presiden DMDI Tun Seri Setia (Dr) Mohd Ali Mohd Rustam, dan Imam Makkah Muhammad Sharif Muhammad Imrani. Para warga pun sempat berebut untuk mengambil foto.

Prabowo terlihat mengenakan pakaian putih. Terlihat juga dirinya mengenakan peci hitam.

Kedatangan mereka pun disambut oleh marawis dan lantunan selawat. Setelah itu, Prabowo dan lainnya duduk pada bagian depan lokasi acara.

Simak Video 'Kata SMRC soal Siapa Capres Paling Jujur':



[Gambas:Video 20detik]





",https://news.detik.com/pemilu/d-6726848/prabowo-tak-mau-jawab-soal-cawapres-di-masjid-nanti-aku-disemprit
Berita Terpopuler dan Terbaru Hari Ini di Kanal detikNews,,[],"Terpopuler di detikNews

Terakhir update : Kamis, 18 Mei 2023 21:27 WIB",https://www.detik.com/terpopuler/news?utm_source=wp%20detiknews&utm_medium=box%20mostpop%20detiknews&utm_campaign=mostpop
